Test Name,Status,Config Pass Count,Config Fail Count,Test Pass Count,Test Fail Count,Test Skip Count,
com.agilysys.qa.gridIron.service.reservation.TestModifyStayforCheckReservation.beforeClass,CONFIG FAIL,108,16,0,0,92,
com.agilysys.qa.gridIron.service.reservation.TestModifyStayforCheckReservation.testCancelReservation,TEST SKIPPED,108,16,0,0,93,
com.agilysys.qa.gridIron.service.reservation.TestModifyStayforCheckReservation.wrapperAfterMethod,CONFIG PASS,109,16,0,0,93,
com.agilysys.qa.gridIron.service.reservation.TestModifyStayforCheckReservation.testCheckinReservation,TEST SKIPPED,109,16,0,0,94,
com.agilysys.qa.gridIron.service.reservation.TestModifyStayforCheckReservation.wrapperAfterMethod,CONFIG PASS,110,16,0,0,94,
com.agilysys.qa.gridIron.service.reservation.TestModifyStayforCheckReservation.testEarlyCheckoutReservation,TEST SKIPPED,110,16,0,0,95,
com.agilysys.qa.gridIron.service.reservation.TestModifyStayforCheckReservation.wrapperAfterMethod,CONFIG PASS,111,16,0,0,95,
com.agilysys.qa.gridIron.service.reservation.TestModifyStayforCheckReservation.testUndoCancelReservation,TEST SKIPPED,111,16,0,0,96,
com.agilysys.qa.gridIron.service.reservation.TestModifyStayforCheckReservation.wrapperAfterMethod,CONFIG PASS,112,16,0,0,96,
com.agilysys.qa.gridIron.service.reservation.TestModifyStayforCheckReservation.testUndoCheckinReservation,TEST SKIPPED,112,16,0,0,97,
com.agilysys.qa.gridIron.service.reservation.TestModifyStayforCheckReservation.wrapperAfterMethod,CONFIG PASS,113,16,0,0,97,
com.agilysys.qa.gridIron.service.reservation.TestModifyStayforCheckReservation.testUndoCheckoutReservation,TEST SKIPPED,113,16,0,0,98,
com.agilysys.qa.gridIron.service.reservation.TestModifyStayforCheckReservation.wrapperAfterMethod,CONFIG PASS,114,16,0,0,98,
com.agilysys.qa.gridIron.service.reservation.TestModifyStayforCheckReservation.testZNoShowCancelReservation,TEST SKIPPED,114,16,0,0,99,
com.agilysys.qa.gridIron.service.reservation.TestModifyStayforCheckReservation.wrapperAfterMethod,CONFIG PASS,115,16,0,0,99,
com.agilysys.qa.gridIron.service.reservation.TestModifyStayforCheckReservation.defaultAfterClass,CONFIG PASS,116,16,0,0,99,
com.agilysys.qa.gridIron.service.account.TestReservationRoutingRuleAndTransfer.beforeClass,CONFIG FAIL,116,17,0,0,99,
com.agilysys.qa.gridIron.service.account.TestReservationRoutingRuleAndTransfer.testAddRoutingRule,TEST SKIPPED,116,17,0,0,100,
com.agilysys.qa.gridIron.service.account.TestReservationRoutingRuleAndTransfer.wrapperAfterMethod,CONFIG PASS,117,17,0,0,100,
com.agilysys.qa.gridIron.service.account.TestReservationRoutingRuleAndTransfer.testTransfer,TEST SKIPPED,117,17,0,0,101,
com.agilysys.qa.gridIron.service.account.TestReservationRoutingRuleAndTransfer.wrapperAfterMethod,CONFIG PASS,118,17,0,0,101,
com.agilysys.qa.gridIron.service.account.TestReservationRoutingRuleAndTransfer.defaultAfterClass,CONFIG PASS,119,17,0,0,101,
com.agilysys.qa.gridIron.service.reservation.TestReservationSummary.beforeClass,CONFIG FAIL,119,18,0,0,101,
com.agilysys.qa.gridIron.service.reservation.TestReservationSummary.testUpdateReservationAddRemoveLateCheckOut,TEST SKIPPED,119,18,0,0,102,
com.agilysys.qa.gridIron.service.reservation.TestReservationSummary.wrapperAfterMethod,CONFIG PASS,120,18,0,0,102,
com.agilysys.qa.gridIron.service.reservation.TestReservationSummary.testUpdateReservationAddRemoveNRG,TEST SKIPPED,120,18,0,0,103,
com.agilysys.qa.gridIron.service.reservation.TestReservationSummary.wrapperAfterMethod,CONFIG PASS,121,18,0,0,103,
com.agilysys.qa.gridIron.service.reservation.TestReservationSummary.testUpdateReservationAddRemovePet,TEST SKIPPED,121,18,0,0,104,
com.agilysys.qa.gridIron.service.reservation.TestReservationSummary.wrapperAfterMethod,CONFIG PASS,122,18,0,0,104,
com.agilysys.qa.gridIron.service.reservation.TestReservationSummary.testUpdateReservationAddRemoveVIP,TEST SKIPPED,122,18,0,0,105,
com.agilysys.qa.gridIron.service.reservation.TestReservationSummary.wrapperAfterMethod,CONFIG PASS,123,18,0,0,105,
com.agilysys.qa.gridIron.service.reservation.TestReservationSummary.testUpdateReservationBookedBy,TEST SKIPPED,123,18,0,0,106,
com.agilysys.qa.gridIron.service.reservation.TestReservationSummary.wrapperAfterMethod,CONFIG PASS,124,18,0,0,106,
com.agilysys.qa.gridIron.service.reservation.TestReservationSummary.testUpdateReservationWithAliasName,TEST SKIPPED,124,18,0,0,107,
com.agilysys.qa.gridIron.service.reservation.TestReservationSummary.wrapperAfterMethod,CONFIG PASS,125,18,0,0,107,
com.agilysys.qa.gridIron.service.reservation.TestReservationSummary.testUpdateReservationWithTrackingInfoThirdPartyConfirmation,TEST SKIPPED,125,18,0,0,108,
com.agilysys.qa.gridIron.service.reservation.TestReservationSummary.wrapperAfterMethod,CONFIG PASS,126,18,0,0,108,
com.agilysys.qa.gridIron.service.reservation.TestReservationSummary.testUpdateReservationWithTravelAgent,TEST SKIPPED,126,18,0,0,109,
com.agilysys.qa.gridIron.service.reservation.TestReservationSummary.wrapperAfterMethod,CONFIG PASS,127,18,0,0,109,
com.agilysys.qa.gridIron.service.reservation.TestReservationSummary.defaultAfterClass,CONFIG PASS,128,18,0,0,109,
com.agilysys.qa.gridIron.common.TestBatchOperations.beforeClass,CONFIG FAIL,128,19,0,0,109,
com.agilysys.qa.gridIron.common.TestBatchOperations.testBatchCheckinAllReservations,TEST SKIPPED,128,19,0,0,110,
com.agilysys.qa.gridIron.common.TestBatchOperations.wrapperAfterMethod,CONFIG PASS,129,19,0,0,110,
com.agilysys.qa.gridIron.common.TestBatchOperations.testBatchCheckoutAllReservations,TEST SKIPPED,129,19,0,0,111,
com.agilysys.qa.gridIron.common.TestBatchOperations.wrapperAfterMethod,CONFIG PASS,130,19,0,0,111,
com.agilysys.qa.gridIron.common.TestBatchOperations.defaultAfterClass,CONFIG PASS,131,19,0,0,111,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.beforeClass,CONFIG FAIL,131,20,0,0,111,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.testCreateCompanyProfileWithoutAR,TEST SKIPPED,131,20,0,0,112,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.wrapperAfterMethod,CONFIG PASS,132,20,0,0,112,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.testCreateGuestProfileWithAddress,TEST SKIPPED,132,20,0,0,113,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.wrapperAfterMethod,CONFIG PASS,133,20,0,0,113,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.testCreateGuestProfileWithAllFields,TEST SKIPPED,133,20,0,0,114,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.wrapperAfterMethod,CONFIG PASS,134,20,0,0,114,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.testCreateGuestProfileWithAllPaymentMethods,TEST SKIPPED,134,20,0,0,115,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.wrapperAfterMethod,CONFIG PASS,135,20,0,0,115,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.testCreateGuestProfileWithEmail,TEST SKIPPED,135,20,0,0,116,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.wrapperAfterMethod,CONFIG PASS,136,20,0,0,116,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.testCreateGuestProfileWithIdentity,TEST SKIPPED,136,20,0,0,117,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.wrapperAfterMethod,CONFIG PASS,137,20,0,0,117,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.testCreateGuestProfileWithMarketingDetails,TEST SKIPPED,137,20,0,0,118,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.wrapperAfterMethod,CONFIG PASS,138,20,0,0,118,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.testCreateGuestProfileWithPhoneNo,TEST SKIPPED,138,20,0,0,119,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.wrapperAfterMethod,CONFIG PASS,139,20,0,0,119,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.testCreateGuestWithComment,TEST SKIPPED,139,20,0,0,120,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.wrapperAfterMethod,CONFIG PASS,140,20,0,0,120,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.testCreateProfileSearchIata,TEST SKIPPED,140,20,0,0,121,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.wrapperAfterMethod,CONFIG PASS,141,20,0,0,121,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.testCreateTAProfileWithoutIATA,TEST SKIPPED,141,20,0,0,122,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.wrapperAfterMethod,CONFIG PASS,142,20,0,0,122,
com.agilysys.qa.gridIron.service.profile.TestCreateProfiles.defaultAfterClass,CONFIG PASS,143,20,0,0,122,
com.agilysys.qa.gridIron.service.profile.TestCreateCompanyProfile.beforeClass,CONFIG FAIL,143,21,0,0,122,
com.agilysys.qa.gridIron.service.profile.TestCreateCompanyProfile.testCreateCompanyProfilewithAR,TEST SKIPPED,143,21,0,0,123,
com.agilysys.qa.gridIron.service.profile.TestCreateCompanyProfile.wrapperAfterMethod,CONFIG PASS,144,21,0,0,123,
com.agilysys.qa.gridIron.service.profile.TestCreateCompanyProfile.testCreateCompanyProfilewithAddress,TEST SKIPPED,144,21,0,0,124,
com.agilysys.qa.gridIron.service.profile.TestCreateCompanyProfile.wrapperAfterMethod,CONFIG PASS,145,21,0,0,124,
com.agilysys.qa.gridIron.service.profile.TestCreateCompanyProfile.testCreateCompanyProfilewithAllfields,TEST SKIPPED,145,21,0,0,125,
com.agilysys.qa.gridIron.service.profile.TestCreateCompanyProfile.wrapperAfterMethod,CONFIG PASS,146,21,0,0,125,
com.agilysys.qa.gridIron.service.profile.TestCreateCompanyProfile.testCreateCompanyProfilewithEmail,TEST SKIPPED,146,21,0,0,126,
com.agilysys.qa.gridIron.service.profile.TestCreateCompanyProfile.wrapperAfterMethod,CONFIG PASS,147,21,0,0,126,
com.agilysys.qa.gridIron.service.profile.TestCreateCompanyProfile.testCreateCompanyProfilewithMandatoryfields,TEST SKIPPED,147,21,0,0,127,
com.agilysys.qa.gridIron.service.profile.TestCreateCompanyProfile.wrapperAfterMethod,CONFIG PASS,148,21,0,0,127,
com.agilysys.qa.gridIron.service.profile.TestCreateCompanyProfile.testCreateCompanyProfilewithMarketingDetails,TEST SKIPPED,148,21,0,0,128,
com.agilysys.qa.gridIron.service.profile.TestCreateCompanyProfile.wrapperAfterMethod,CONFIG PASS,149,21,0,0,128,
com.agilysys.qa.gridIron.service.profile.TestCreateCompanyProfile.testCreateCompanyProfilewithPhone,TEST SKIPPED,149,21,0,0,129,
com.agilysys.qa.gridIron.service.profile.TestCreateCompanyProfile.wrapperAfterMethod,CONFIG PASS,150,21,0,0,129,
com.agilysys.qa.gridIron.service.profile.TestCreateCompanyProfile.testCreateCompanyProfilewithSummary,TEST SKIPPED,150,21,0,0,130,
com.agilysys.qa.gridIron.service.profile.TestCreateCompanyProfile.wrapperAfterMethod,CONFIG PASS,151,21,0,0,130,
com.agilysys.qa.gridIron.service.profile.TestCreateCompanyProfile.testUpdateCompanyProfileEmail,TEST SKIPPED,151,21,0,0,131,
com.agilysys.qa.gridIron.service.profile.TestCreateCompanyProfile.wrapperAfterMethod,CONFIG PASS,152,21,0,0,131,
com.agilysys.qa.gridIron.service.profile.TestCreateCompanyProfile.defaultAfterClass,CONFIG PASS,153,21,0,0,131,
com.agilysys.qa.gridIron.service.reservation.TestReservationFolios.beforeClass,CONFIG FAIL,153,22,0,0,131,
com.agilysys.qa.gridIron.service.reservation.TestReservationFolios.testReservationAddInventoryItemCredit,TEST SKIPPED,153,22,0,0,132,
com.agilysys.qa.gridIron.service.reservation.TestReservationFolios.wrapperAfterMethod,CONFIG PASS,154,22,0,0,132,
com.agilysys.qa.gridIron.service.reservation.TestReservationFolios.testReservationAddTransactionItemCredit,TEST SKIPPED,154,22,0,0,133,
com.agilysys.qa.gridIron.service.reservation.TestReservationFolios.wrapperAfterMethod,CONFIG PASS,155,22,0,0,133,
com.agilysys.qa.gridIron.service.reservation.TestReservationFolios.testReservationFolioAddInventoryItemChargeAndAdjustForGuestSatisficationByPercentage,TEST SKIPPED,155,22,0,0,134,
com.agilysys.qa.gridIron.service.reservation.TestReservationFolios.wrapperAfterMethod,CONFIG PASS,156,22,0,0,134,
com.agilysys.qa.gridIron.service.reservation.TestReservationFolios.testReservationFolioAddTransactionItemChargeAndAdjustForGuestSatisficationByAmount,TEST SKIPPED,156,22,0,0,135,
com.agilysys.qa.gridIron.service.reservation.TestReservationFolios.wrapperAfterMethod,CONFIG PASS,157,22,0,0,135,
com.agilysys.qa.gridIron.service.reservation.TestReservationFolios.testReservationFolioCorrectChargeDecreaseChargeBy10Dollar,TEST SKIPPED,157,22,0,0,136,
com.agilysys.qa.gridIron.service.reservation.TestReservationFolios.wrapperAfterMethod,CONFIG PASS,158,22,0,0,136,
com.agilysys.qa.gridIron.service.reservation.TestReservationFolios.testReservationFolioCorrectChargeIncreaseBy10Percentage,TEST SKIPPED,158,22,0,0,137,
com.agilysys.qa.gridIron.service.reservation.TestReservationFolios.wrapperAfterMethod,CONFIG PASS,159,22,0,0,137,
com.agilysys.qa.gridIron.service.reservation.TestReservationFolios.testReservationMakeCashPaymentToDefaultFolioAndRefund,TEST SKIPPED,159,22,0,0,138,
com.agilysys.qa.gridIron.service.reservation.TestReservationFolios.wrapperAfterMethod,CONFIG PASS,160,22,0,0,138,
com.agilysys.qa.gridIron.service.reservation.TestReservationFolios.testReservationMakePaymentWithExistingCardPaymentMethodAndRefund,TEST SKIPPED,160,22,0,0,139,
com.agilysys.qa.gridIron.service.reservation.TestReservationFolios.wrapperAfterMethod,CONFIG PASS,161,22,0,0,139,
com.agilysys.qa.gridIron.service.reservation.TestReservationFolios.testReservationMakePaymentWithNewCardToNonDefaultFolio,TEST SKIPPED,161,22,0,0,140,
com.agilysys.qa.gridIron.service.reservation.TestReservationFolios.wrapperAfterMethod,CONFIG PASS,162,22,0,0,140,
com.agilysys.qa.gridIron.service.reservation.TestReservationFolios.defaultAfterClass,CONFIG PASS,163,22,0,0,140,
com.agilysys.qa.gridIron.service.reservation.TestReservationPaymentMethods.beforeClass,CONFIG FAIL,163,23,0,0,140,
com.agilysys.qa.gridIron.service.reservation.TestReservationPaymentMethods.testReservationAddCheckPaymentMethod,TEST SKIPPED,163,23,0,0,141,
com.agilysys.qa.gridIron.service.reservation.TestReservationPaymentMethods.wrapperAfterMethod,CONFIG PASS,164,23,0,0,141,
com.agilysys.qa.gridIron.service.reservation.TestReservationPaymentMethods.testReservationAddCreditCardPaymentMethod,TEST SKIPPED,164,23,0,0,142,
com.agilysys.qa.gridIron.service.reservation.TestReservationPaymentMethods.wrapperAfterMethod,CONFIG PASS,165,23,0,0,142,
com.agilysys.qa.gridIron.service.reservation.TestReservationPaymentMethods.testReservationAddDirectBillPaymentMethod,TEST SKIPPED,165,23,0,0,143,
com.agilysys.qa.gridIron.service.reservation.TestReservationPaymentMethods.wrapperAfterMethod,CONFIG PASS,166,23,0,0,143,
com.agilysys.qa.gridIron.service.reservation.TestReservationPaymentMethods.testReservationDeletePaymentMethod,TEST SKIPPED,166,23,0,0,144,
com.agilysys.qa.gridIron.service.reservation.TestReservationPaymentMethods.wrapperAfterMethod,CONFIG PASS,167,23,0,0,144,
com.agilysys.qa.gridIron.service.reservation.TestReservationPaymentMethods.testReservationSaveAsThirdPaymentMethod,TEST SKIPPED,167,23,0,0,145,
com.agilysys.qa.gridIron.service.reservation.TestReservationPaymentMethods.wrapperAfterMethod,CONFIG PASS,168,23,0,0,145,
com.agilysys.qa.gridIron.service.reservation.TestReservationPaymentMethods.testReservationSaveDoNotDisClosePaymentMethod,TEST SKIPPED,168,23,0,0,146,
com.agilysys.qa.gridIron.service.reservation.TestReservationPaymentMethods.wrapperAfterMethod,CONFIG PASS,169,23,0,0,146,
com.agilysys.qa.gridIron.service.reservation.TestReservationPaymentMethods.testReservationSavePaymentMethodToGuestAsDefault,TEST SKIPPED,169,23,0,0,147,
com.agilysys.qa.gridIron.service.reservation.TestReservationPaymentMethods.wrapperAfterMethod,CONFIG PASS,170,23,0,0,147,
com.agilysys.qa.gridIron.service.reservation.TestReservationPaymentMethods.testReservationSavePaymentMethodToReservationAsDefault,TEST SKIPPED,170,23,0,0,148,
com.agilysys.qa.gridIron.service.reservation.TestReservationPaymentMethods.wrapperAfterMethod,CONFIG PASS,171,23,0,0,148,
com.agilysys.qa.gridIron.service.reservation.TestReservationPaymentMethods.testReservationUpdatePaymentMethodSetAsDefault,TEST SKIPPED,171,23,0,0,149,
com.agilysys.qa.gridIron.service.reservation.TestReservationPaymentMethods.wrapperAfterMethod,CONFIG PASS,172,23,0,0,149,
com.agilysys.qa.gridIron.service.servicerequest.TestInventoryBlock.beforeClass,CONFIG FAIL,172,24,0,0,149,
com.agilysys.qa.gridIron.service.reservation.TestReservationPaymentMethods.defaultAfterClass,CONFIG PASS,173,24,0,0,149,
com.agilysys.qa.gridIron.service.servicerequest.TestInventoryBlock.testClearInventoryBlock,TEST SKIPPED,173,24,0,0,150,
com.agilysys.qa.gridIron.service.servicerequest.TestInventoryBlock.wrapperAfterMethod,CONFIG PASS,174,24,0,0,150,
com.agilysys.qa.gridIron.service.servicerequest.TestInventoryBlock.testCreateInventoryBlockHold,TEST SKIPPED,174,24,0,0,151,
com.agilysys.qa.gridIron.service.servicerequest.TestInventoryBlock.wrapperAfterMethod,CONFIG PASS,175,24,0,0,151,
com.agilysys.qa.gridIron.service.servicerequest.TestInventoryBlock.testCreateInventoryBlockOOO,TEST SKIPPED,175,24,0,0,152,
com.agilysys.qa.gridIron.service.servicerequest.TestInventoryBlock.wrapperAfterMethod,CONFIG PASS,176,24,0,0,152,
com.agilysys.qa.gridIron.service.servicerequest.TestInventoryBlock.testCreateInventoryBlockOTM,TEST SKIPPED,176,24,0,0,153,
com.agilysys.qa.gridIron.service.servicerequest.TestInventoryBlock.wrapperAfterMethod,CONFIG PASS,177,24,0,0,153,
com.agilysys.qa.gridIron.service.servicerequest.TestInventoryBlock.testCreateInventoryBlockWithoutEndDate,TEST SKIPPED,177,24,0,0,154,
com.agilysys.qa.gridIron.service.servicerequest.TestInventoryBlock.wrapperAfterMethod,CONFIG PASS,178,24,0,0,154,
com.agilysys.qa.gridIron.service.servicerequest.TestInventoryBlock.testUpdateInventoryBlock,TEST SKIPPED,178,24,0,0,155,
com.agilysys.qa.gridIron.service.servicerequest.TestInventoryBlock.wrapperAfterMethod,CONFIG PASS,179,24,0,0,155,
com.agilysys.qa.gridIron.service.servicerequest.TestInventoryBlock.defaultAfterClass,CONFIG PASS,180,24,0,0,155,
com.agilysys.qa.gridIron.service.reservation.TestReservationRoomAssignment.beforeClass,CONFIG FAIL,180,25,0,0,155,
com.agilysys.qa.gridIron.service.reservation.TestReservationRoomAssignment.testReservationAssignAndReleaseRoom,TEST SKIPPED,180,25,0,0,156,
com.agilysys.qa.gridIron.service.reservation.TestReservationRoomAssignment.wrapperAfterMethod,CONFIG PASS,181,25,0,0,156,
com.agilysys.qa.gridIron.service.reservation.TestReservationRoomAssignment.testReservationAssignRoomFromOtherMatchingSection,TEST SKIPPED,181,25,0,0,157,
com.agilysys.qa.gridIron.service.reservation.TestReservationRoomAssignment.wrapperAfterMethod,CONFIG PASS,182,25,0,0,157,
com.agilysys.qa.gridIron.service.reservation.TestReservationRoomAssignment.testReservationAssignWithDoNotMoveFlag,TEST SKIPPED,182,25,0,0,158,
com.agilysys.qa.gridIron.service.reservation.TestReservationRoomAssignment.wrapperAfterMethod,CONFIG PASS,183,25,0,0,158,
com.agilysys.qa.gridIron.service.reservation.TestReservationRoomAssignment.testReservationReleaseUnconfirmedRoom,TEST SKIPPED,183,25,0,0,159,
com.agilysys.qa.gridIron.service.reservation.TestReservationRoomAssignment.wrapperAfterMethod,CONFIG PASS,184,25,0,0,159,
com.agilysys.qa.gridIron.service.reservation.TestReservationRoomAssignment.testReservationUpgradeRoom,TEST SKIPPED,184,25,0,0,160,
com.agilysys.qa.gridIron.service.reservation.TestReservationRoomAssignment.wrapperAfterMethod,CONFIG PASS,185,25,0,0,160,
com.agilysys.qa.gridIron.service.reservation.TestReservationRoomAssignment.defaultAfterClass,CONFIG PASS,186,25,0,0,160,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayRegularRatePlan.beforeClass,CONFIG FAIL,186,26,0,0,160,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayRegularRatePlan.testModifyStayRegularRatePlanByAdjustRate,TEST SKIPPED,186,26,0,0,161,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayRegularRatePlan.wrapperAfterMethod,CONFIG PASS,187,26,0,0,161,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayRegularRatePlan.testModifyStayRegularRatePlanByChangeToAnotherDates,TEST SKIPPED,187,26,0,0,162,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayRegularRatePlan.wrapperAfterMethod,CONFIG PASS,188,26,0,0,162,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayRegularRatePlan.testModifyStayRegularRatePlanByChangingRoomType,TEST SKIPPED,188,26,0,0,163,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayRegularRatePlan.wrapperAfterMethod,CONFIG PASS,189,26,0,0,163,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayRegularRatePlan.testModifyStayRegularRatePlanByShorteningDates,TEST SKIPPED,189,26,0,0,164,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayRegularRatePlan.wrapperAfterMethod,CONFIG PASS,190,26,0,0,164,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayRegularRatePlan.testModifyStayRegularRatePlanByUpdatingCompanyDetails,TEST SKIPPED,190,26,0,0,165,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayRegularRatePlan.wrapperAfterMethod,CONFIG PASS,191,26,0,0,165,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayRegularRatePlan.testModifyStayRegularRatePlanChangeToPackageRatePlan,TEST SKIPPED,191,26,0,0,166,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayRegularRatePlan.wrapperAfterMethod,CONFIG PASS,192,26,0,0,166,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayPackageRatePlan.beforeClass,CONFIG FAIL,192,27,0,0,166,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayRegularRatePlan.testModifyStayRegularRatePlanWithCompRate,TEST SKIPPED,192,27,0,0,167,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayPackageRatePlan.testModifyStayPackageRatePlanByAdjustRate,TEST SKIPPED,192,27,0,0,168,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayRegularRatePlan.wrapperAfterMethod,CONFIG PASS,193,27,0,0,168,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayPackageRatePlan.wrapperAfterMethod,CONFIG PASS,194,27,0,0,168,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayRegularRatePlan.testModifyStayRegularRatePlanWithIssueComp,TEST SKIPPED,194,27,0,0,169,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayPackageRatePlan.testModifyStayPackageRatePlanByChangeToAnotherDates,TEST SKIPPED,194,27,0,0,170,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayRegularRatePlan.wrapperAfterMethod,CONFIG PASS,195,27,0,0,170,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayPackageRatePlan.wrapperAfterMethod,CONFIG PASS,196,27,0,0,170,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayRegularRatePlan.testModifyStayRegularRatePlanWithRecurringChargesByExtendingDates,TEST SKIPPED,196,27,0,0,171,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayPackageRatePlan.testModifyStayPackageRatePlanByChangingRoomType,TEST SKIPPED,196,27,0,0,172,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayRegularRatePlan.wrapperAfterMethod,CONFIG PASS,197,27,0,0,172,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayPackageRatePlan.wrapperAfterMethod,CONFIG PASS,198,27,0,0,172,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayRegularRatePlan.testModifyStayRegularRatePlanWithRedeemComp,TEST SKIPPED,198,27,0,0,173,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayPackageRatePlan.testModifyStayPackageRatePlanByExtendingDates,TEST SKIPPED,198,27,0,0,174,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayRegularRatePlan.wrapperAfterMethod,CONFIG PASS,199,27,0,0,174,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayPackageRatePlan.wrapperAfterMethod,CONFIG PASS,200,27,0,0,174,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayRegularRatePlan.defaultAfterClass,CONFIG PASS,201,27,0,0,174,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayPackageRatePlan.testModifyStayPackageRatePlanByShorteningDates,TEST SKIPPED,201,27,0,0,175,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayPackageRatePlan.wrapperAfterMethod,CONFIG PASS,202,27,0,0,175,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayPackageRatePlan.testModifyStayPackageRatePlanToRegularRatePlan,TEST SKIPPED,202,27,0,0,176,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayPackageRatePlan.wrapperAfterMethod,CONFIG PASS,203,27,0,0,176,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayPackageRatePlan.testModifyStayPackageRatePlanWithCompRate,TEST SKIPPED,203,27,0,0,177,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayPackageRatePlan.wrapperAfterMethod,CONFIG PASS,204,27,0,0,177,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayPackageRatePlan.testModifyStayPackageRatePlanWithIssueComp,TEST SKIPPED,204,27,0,0,178,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayPackageRatePlan.wrapperAfterMethod,CONFIG PASS,205,27,0,0,178,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayPackageRatePlan.testModifyStayPackageRatePlanWithRedeemComp,TEST SKIPPED,205,27,0,0,179,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayPackageRatePlan.wrapperAfterMethod,CONFIG PASS,206,27,0,0,179,
com.agilysys.qa.gridIron.service.reservation.TestReservationModifyStayPackageRatePlan.defaultAfterClass,CONFIG PASS,207,27,0,0,179,
com.agilysys.qa.gridIron.service.servicerequest.TestMTServiceRequest.beforeClass,CONFIG FAIL,207,28,0,0,179,
com.agilysys.qa.gridIron.service.servicerequest.TestMTServiceRequest.testCreateAndUpdateMTRequestFromReservation,TEST SKIPPED,207,28,0,0,180,
com.agilysys.qa.gridIron.service.servicerequest.TestMTServiceRequest.wrapperAfterMethod,CONFIG PASS,208,28,0,0,180,
com.agilysys.qa.gridIron.service.servicerequest.TestMTServiceRequest.testCreateMaintenanceRequestForGeneralArea,TEST SKIPPED,208,28,0,0,181,
com.agilysys.qa.gridIron.service.servicerequest.TestMTServiceRequest.wrapperAfterMethod,CONFIG PASS,209,28,0,0,181,
